iter	Logloss
621	0.1585678636
622	0.1583898805
623	0.1582978042
624	0.1581424727
625	0.1579952713
626	0.1578118998
627	0.1577166184
628	0.1575185595
629	0.1574954274
630	0.1572959448
631	0.1571440881
632	0.1569569719
633	0.1567822713
634	0.1565838333
635	0.1563503951
636	0.1561186006
637	0.155939037
638	0.155916123
639	0.1559041708
640	0.1557902964
641	0.1554395329
642	0.155224059
643	0.1550240584
644	0.1547733631
645	0.154654337
646	0.1544575968
647	0.154146726
648	0.153959549
649	0.1538129584
650	0.153657676
651	0.1533729809
652	0.1530970138
653	0.1528291979
654	0.1527000094
655	0.1523813058
656	0.1522055582
657	0.1519121737
658	0.1516742018
659	0.1515428393
660	0.1512643166
661	0.1510012562
662	0.1507687876
663	0.1506152411
664	0.1504891546
665	0.150282654
666	0.1500912192
667	0.1498688644
668	0.1495521228
669	0.1494382847
670	0.1491992461
671	0.1490425013
672	0.1488571493
673	0.1488371817
674	0.1486988338
675	0.1486747234
676	0.1484566564
677	0.1481785442
678	0.1480360517
679	0.1479055863
680	0.1477323359
681	0.1475813352
682	0.1473466901
683	0.1472191602
684	0.1470230412
685	0.1468417718
686	0.1465689091
687	0.1463514327
688	0.1462263594
689	0.1460990936
690	0.1459115387
691	0.1458262795
692	0.1455965319
693	0.1454061786
694	0.1451660075
695	0.1450736848
696	0.1449358801
697	0.1446351427
698	0.1445437977
699	0.1443658778
700	0.1442222472
701	0.1440458353
702	0.1438893657
703	0.143681187
704	0.1435085541
705	0.1431617626
706	0.142972097
707	0.1427670484
708	0.1425052814
709	0.1423072397
710	0.1421074904
711	0.1420393549
712	0.1418069847
713	0.1416002745
714	0.1413960733
715	0.1412194224
716	0.1411167291
717	0.1409000361
718	0.140590613
719	0.1403071032
720	0.1400586754
721	0.1398680001
722	0.1397545565
723	0.1395987463
724	0.1393823851
725	0.1391400302
726	0.1389641455
727	0.1388037721
728	0.138662334
729	0.1384184606
730	0.1382708734
731	0.1380744454
732	0.1378802368
733	0.1377742801
734	0.1376727776
735	0.13742755
736	0.1372792321
737	0.1372655599
738	0.1369788432
739	0.1368217825
740	0.1365638338
741	0.1364655101
742	0.1363672129
743	0.1362954089
744	0.1360764227
745	0.1360499373
746	0.1359274658
747	0.1356542485
748	0.1355256254
749	0.1354278793
750	0.1352306027
751	0.1350784916
752	0.1349637213
753	0.1348399698
754	0.1346659771
755	0.1344118604
756	0.1343118647
757	0.1342054206
758	0.133939904
759	0.1337405953
760	0.1336646215
761	0.1335167528
762	0.1333364396
763	0.1331738098
764	0.1328772614
765	0.1327273145
766	0.132556385
767	0.1324574511
768	0.1323137443
769	0.1321809021
770	0.1320939765
771	0.1318231053
772	0.131726005
773	0.1317100414
774	0.1315690236
775	0.1314349082
776	0.1312528793
777	0.1310819406
778	0.1308923032
779	0.130682874
780	0.1304849411
781	0.1303195505
782	0.1300978243
783	0.1300490406
784	0.1299101114
785	0.1297352074
786	0.1295221184
787	0.1293697369
788	0.1291949829
789	0.129057341
790	0.1288652094
791	0.1287813285
792	0.1286543595
793	0.1285424798
794	0.1284239624
795	0.1282905764
796	0.128248686
797	0.1281489503
798	0.1279806648
799	0.1278649046
800	0.1276869977
801	0.1274591389
802	0.1273420416
803	0.1271859942
804	0.1270564334
805	0.1269320772
806	0.1267717806
807	0.1266795999
808	0.1264350666
809	0.1263635619
810	0.1262179238
811	0.1260208813
812	0.1258422001
813	0.1256933759
814	0.1255208027
815	0.1253544369
816	0.1252646053
817	0.1250874443
818	0.1249559915
819	0.1248852512
820	0.124813306
821	0.1246651853
822	0.1245325613
823	0.1243930883
824	0.1241977792
825	0.1239644185
826	0.1238344748
827	0.1236673796
828	0.1234813326
829	0.1233258376
830	0.1231901701
831	0.1230857102
832	0.1229608557
833	0.1228003348
834	0.1227379712
835	0.1225653119
836	0.122453528
837	0.1222529079
838	0.1220788267
839	0.121935107
840	0.1217924909
841	0.121664105
842	0.1215919705
843	0.1214369363
844	0.1213080398
845	0.1211470919
846	0.1209629891
847	0.1207779191
848	0.1206440876
849	0.1204944652
850	0.1203830101
851	0.1203368558
852	0.1201089479
853	0.1199226109
854	0.1198768001
855	0.1197304633
856	0.1195847079
857	0.1194491792
858	0.1192624643
859	0.1191398249
860	0.1190926015
861	0.1190096767
862	0.11894504
863	0.1187644632
864	0.1186127245
865	0.1185234828
866	0.1183085036
867	0.1181947786
868	0.1180438793
869	0.1179442891
870	0.1177911789
871	0.1176698435
872	0.1174367666
873	0.1172888826
874	0.1171391158
875	0.1169328352
876	0.1167829436
877	0.1166420223
878	0.1164488086
879	0.1162988015
880	0.1161139749
881	0.1159641147
882	0.1158157673
883	0.1157403238
884	0.1156718891
885	0.1155106941
886	0.1153727119
887	0.1151995628
888	0.1151082368
889	0.1150246607
890	0.1148748785
891	0.1147607651
892	0.1145880929
893	0.1144834431
894	0.1143695472
895	0.1142205
896	0.114089822
897	0.1139736317
898	0.1138601672
899	0.1137578334
900	0.1136319883
901	0.1134719591
902	0.1132743082
903	0.1131527356
904	0.113023098
905	0.1129238016
906	0.1128125418
907	0.1126720807
908	0.1124851175
909	0.1123469294
910	0.1121070637
911	0.1120550233
912	0.1120005625
913	0.1118830707
914	0.1116617752
915	0.11159107
916	0.1114756932
917	0.1113498457
918	0.1112163091
919	0.1111277962
920	0.1109981027
921	0.1109254434
922	0.1107835856
923	0.1107278313
924	0.1105718963
925	0.110489962
926	0.1104012095
927	0.1102350551
928	0.1100590917
929	0.1099358109
930	0.1098570498
931	0.1096324693
932	0.109567268
933	0.1094277599
934	0.109328713
935	0.1092380691
936	0.1091315777
937	0.1089849558
938	0.1088479979
939	0.1087540947
940	0.1085997076
941	0.1084237848
942	0.1083609665
943	0.1082114571
944	0.1081757926
945	0.108076589
946	0.1079921452
947	0.1079035346
948	0.1077623589
949	0.1076787397
950	0.1075260639
951	0.1074828192
952	0.1073483917
953	0.10719869
954	0.1070558711
955	0.1069424957
956	0.1067789504
957	0.1067044403
958	0.1066392476
959	0.1065744665
960	0.1064823356
961	0.1063225091
962	0.1061983238
963	0.1061390171
964	0.1059812725
965	0.1058088897
966	0.1056389938
967	0.105571863
968	0.1054384291
969	0.1052627514
970	0.1052287663
971	0.1051191675
972	0.1049568653
973	0.1048811103
974	0.104823016
975	0.1045789159
976	0.104522388
977	0.1044609491
978	0.1043173026
979	0.1042099054
980	0.1041024899
981	0.1038845698
982	0.1037707648
983	0.1036204831
984	0.1035231788
985	0.1033480376
986	0.1032402048
987	0.1030778406
988	0.1029544596
989	0.1028387626
990	0.1027057705
991	0.1026453333
992	0.1024374759
993	0.1023133416
994	0.1023041852
995	0.1021870196
996	0.1020481562
997	0.1018701687
998	0.1017334775
999	0.1016862011
